ID,PATH,TYPE
6320,DATASET/G/G-5657,GALAXY
6321,DATASET/G/G-5658,GALAXY
6322,DATASET/G/G-5659,GALAXY
6323,DATASET/G/G-5660,GALAXY
6324,DATASET/G/G-5661,GALAXY
6325,DATASET/G/G-5662,GALAXY
6326,DATASET/G/G-5663,GALAXY
6327,DATASET/G/G-5664,GALAXY
6328,DATASET/G/G-5665,GALAXY
6329,DATASET/G/G-5666,GALAXY
6330,DATASET/G/G-5667,GALAXY
6331,DATASET/G/G-5668,GALAXY
6332,DATASET/G/G-5669,GALAXY
6333,DATASET/G/G-5670,GALAXY
6334,DATASET/G/G-5671,GALAXY
6335,DATASET/G/G-5672,GALAXY
6336,DATASET/G/G-5673,GALAXY
6337,DATASET/G/G-5674,GALAXY
6338,DATASET/G/G-5675,GALAXY
6339,DATASET/G/G-5676,GALAXY
6340,DATASET/G/G-5677,GALAXY
6341,DATASET/G/G-5678,GALAXY
6342,DATASET/G/G-5679,GALAXY
6343,DATASET/G/G-5680,GALAXY
6344,DATASET/G/G-5681,GALAXY
6345,DATASET/G/G-5682,GALAXY
6346,DATASET/G/G-5683,GALAXY
6347,DATASET/G/G-5684,GALAXY
6348,DATASET/G/G-5685,GALAXY
6349,DATASET/G/G-5686,GALAXY
6350,DATASET/G/G-5687,GALAXY
6351,DATASET/G/G-5688,GALAXY
6352,DATASET/G/G-5689,GALAXY
6353,DATASET/G/G-5690,GALAXY
6354,DATASET/G/G-5691,GALAXY
6355,DATASET/G/G-5692,GALAXY
6356,DATASET/G/G-5693,GALAXY
6357,DATASET/G/G-5694,GALAXY
6358,DATASET/G/G-5695,GALAXY
6359,DATASET/G/G-5696,GALAXY
6360,DATASET/G/G-5697,GALAXY
6361,DATASET/G/G-5698,GALAXY
6362,DATASET/G/G-5699,GALAXY
6363,DATASET/G/G-5700,GALAXY
6364,DATASET/G/G-5701,GALAXY
6365,DATASET/G/G-5702,GALAXY
6366,DATASET/G/G-5703,GALAXY
6367,DATASET/G/G-5704,GALAXY
6368,DATASET/G/G-5705,GALAXY
6369,DATASET/G/G-5706,GALAXY
6370,DATASET/G/G-5707,GALAXY
6371,DATASET/G/G-5708,GALAXY
6372,DATASET/G/G-5709,GALAXY
6373,DATASET/G/G-5710,GALAXY
6374,DATASET/G/G-5711,GALAXY
6375,DATASET/G/G-5712,GALAXY
6376,DATASET/G/G-5713,GALAXY
6377,DATASET/G/G-5714,GALAXY
6378,DATASET/G/G-5715,GALAXY
6379,DATASET/G/G-5716,GALAXY
6380,DATASET/G/G-5717,GALAXY
6381,DATASET/G/G-5718,GALAXY
6382,DATASET/G/G-5719,GALAXY
6383,DATASET/G/G-5720,GALAXY
6384,DATASET/G/G-5721,GALAXY
6385,DATASET/G/G-5722,GALAXY
6386,DATASET/G/G-5723,GALAXY
6387,DATASET/G/G-5724,GALAXY
6388,DATASET/G/G-5725,GALAXY
6389,DATASET/G/G-5726,GALAXY
6390,DATASET/G/G-5727,GALAXY
6391,DATASET/G/G-5728,GALAXY
6392,DATASET/G/G-5729,GALAXY
6393,DATASET/G/G-5730,GALAXY
6394,DATASET/G/G-5731,GALAXY
6395,DATASET/G/G-5732,GALAXY
6396,DATASET/G/G-5733,GALAXY
6397,DATASET/G/G-5734,GALAXY
6398,DATASET/G/G-5735,GALAXY
6399,DATASET/G/G-5736,GALAXY
6400,DATASET/G/G-5737,GALAXY
6401,DATASET/G/G-5738,GALAXY
6402,DATASET/G/G-5739,GALAXY
6403,DATASET/G/G-5740,GALAXY
6404,DATASET/G/G-5741,GALAXY
6405,DATASET/G/G-5742,GALAXY
6406,DATASET/G/G-5743,GALAXY
6407,DATASET/G/G-5744,GALAXY
6408,DATASET/G/G-5745,GALAXY
6409,DATASET/G/G-5746,GALAXY
6410,DATASET/G/G-5747,GALAXY
6411,DATASET/G/G-5748,GALAXY
6412,DATASET/G/G-5749,GALAXY
6413,DATASET/G/G-5750,GALAXY
6414,DATASET/G/G-5751,GALAXY
6415,DATASET/G/G-5752,GALAXY
6416,DATASET/G/G-5753,GALAXY
6417,DATASET/G/G-5754,GALAXY
6418,DATASET/G/G-5755,GALAXY
6419,DATASET/G/G-5756,GALAXY
6420,DATASET/G/G-5757,GALAXY
6421,DATASET/G/G-5758,GALAXY
6422,DATASET/G/G-5759,GALAXY
6423,DATASET/G/G-5760,GALAXY
6424,DATASET/G/G-5761,GALAXY
6425,DATASET/G/G-5762,GALAXY
6426,DATASET/G/G-5763,GALAXY
6427,DATASET/G/G-5764,GALAXY
6428,DATASET/G/G-5765,GALAXY
6429,DATASET/G/G-5766,GALAXY
6430,DATASET/G/G-5767,GALAXY
6431,DATASET/G/G-5768,GALAXY
6432,DATASET/G/G-5769,GALAXY
6433,DATASET/G/G-5770,GALAXY
6434,DATASET/G/G-5771,GALAXY
6435,DATASET/G/G-5772,GALAXY
6436,DATASET/G/G-5773,GALAXY
6437,DATASET/G/G-5774,GALAXY
6438,DATASET/G/G-5775,GALAXY
6439,DATASET/G/G-5776,GALAXY
6440,DATASET/G/G-5777,GALAXY
6441,DATASET/G/G-5778,GALAXY
6442,DATASET/G/G-5779,GALAXY
6443,DATASET/G/G-5780,GALAXY
6444,DATASET/G/G-5781,GALAXY
6445,DATASET/G/G-5782,GALAXY
6446,DATASET/G/G-5783,GALAXY
6447,DATASET/G/G-5784,GALAXY
6448,DATASET/G/G-5785,GALAXY
6449,DATASET/G/G-5786,GALAXY
6450,DATASET/G/G-5787,GALAXY
6451,DATASET/G/G-5788,GALAXY
6452,DATASET/G/G-5789,GALAXY
6453,DATASET/G/G-5790,GALAXY
6454,DATASET/G/G-5791,GALAXY
6455,DATASET/G/G-5792,GALAXY
6456,DATASET/G/G-5793,GALAXY
6457,DATASET/G/G-5794,GALAXY
6458,DATASET/G/G-5795,GALAXY
6459,DATASET/G/G-5796,GALAXY
6460,DATASET/G/G-5797,GALAXY
6461,DATASET/G/G-5798,GALAXY
6462,DATASET/G/G-5799,GALAXY
6463,DATASET/G/G-5800,GALAXY
6464,DATASET/G/G-5801,GALAXY
6465,DATASET/G/G-5802,GALAXY
6466,DATASET/G/G-5803,GALAXY
6467,DATASET/G/G-5804,GALAXY
6468,DATASET/G/G-5805,GALAXY
6469,DATASET/G/G-5806,GALAXY
6470,DATASET/G/G-5807,GALAXY
6471,DATASET/G/G-5808,GALAXY
6472,DATASET/G/G-5809,GALAXY
6473,DATASET/G/G-5810,GALAXY
6474,DATASET/G/G-5811,GALAXY
6475,DATASET/G/G-5812,GALAXY
6476,DATASET/G/G-5813,GALAXY
6477,DATASET/G/G-5814,GALAXY
6478,DATASET/G/G-5815,GALAXY
6479,DATASET/G/G-5816,GALAXY
6480,DATASET/G/G-5817,GALAXY
6481,DATASET/G/G-5818,GALAXY
6482,DATASET/G/G-5819,GALAXY
6483,DATASET/G/G-5820,GALAXY
6484,DATASET/G/G-5821,GALAXY
6485,DATASET/G/G-5822,GALAXY
6486,DATASET/G/G-5823,GALAXY
6487,DATASET/G/G-5824,GALAXY
6488,DATASET/G/G-5825,GALAXY
6489,DATASET/G/G-5826,GALAXY
6490,DATASET/G/G-5827,GALAXY
6491,DATASET/G/G-5828,GALAXY
6492,DATASET/G/G-5829,GALAXY
6493,DATASET/G/G-5830,GALAXY
6494,DATASET/G/G-5831,GALAXY
6495,DATASET/G/G-5832,GALAXY
6496,DATASET/G/G-5833,GALAXY
6497,DATASET/G/G-5834,GALAXY
6498,DATASET/G/G-5835,GALAXY
6499,DATASET/G/G-5836,GALAXY
6500,DATASET/G/G-5837,GALAXY
6501,DATASET/G/G-5838,GALAXY
6502,DATASET/G/G-5839,GALAXY
6503,DATASET/G/G-5840,GALAXY
6504,DATASET/G/G-5841,GALAXY
6505,DATASET/G/G-5842,GALAXY
6506,DATASET/G/G-5843,GALAXY
6507,DATASET/G/G-5844,GALAXY
6508,DATASET/G/G-5845,GALAXY
6509,DATASET/G/G-5846,GALAXY
6510,DATASET/G/G-5847,GALAXY
6511,DATASET/G/G-5848,GALAXY
6512,DATASET/G/G-5849,GALAXY
6513,DATASET/G/G-5850,GALAXY
6514,DATASET/G/G-5851,GALAXY
6515,DATASET/G/G-5852,GALAXY
6516,DATASET/G/G-5853,GALAXY
6517,DATASET/G/G-5854,GALAXY
6518,DATASET/G/G-5855,GALAXY
6519,DATASET/G/G-5856,GALAXY
6520,DATASET/G/G-5857,GALAXY
6521,DATASET/G/G-5858,GALAXY
6522,DATASET/G/G-5859,GALAXY
6523,DATASET/G/G-5860,GALAXY
6524,DATASET/G/G-5861,GALAXY
6525,DATASET/G/G-5862,GALAXY
6526,DATASET/G/G-5863,GALAXY
6527,DATASET/G/G-5864,GALAXY
6528,DATASET/G/G-5865,GALAXY
6529,DATASET/G/G-5866,GALAXY
6530,DATASET/G/G-5867,GALAXY
6531,DATASET/G/G-5868,GALAXY
6532,DATASET/G/G-5869,GALAXY
6533,DATASET/G/G-5870,GALAXY
6534,DATASET/G/G-5871,GALAXY
6535,DATASET/G/G-5872,GALAXY
6536,DATASET/G/G-5873,GALAXY
6537,DATASET/G/G-5874,GALAXY
6538,DATASET/G/G-5875,GALAXY
6539,DATASET/G/G-5876,GALAXY
6540,DATASET/G/G-5877,GALAXY
6541,DATASET/G/G-5878,GALAXY
6542,DATASET/G/G-5879,GALAXY
6543,DATASET/G/G-5880,GALAXY
6544,DATASET/G/G-5881,GALAXY
6545,DATASET/G/G-5882,GALAXY
6546,DATASET/G/G-5883,GALAXY
6547,DATASET/G/G-5884,GALAXY
6548,DATASET/G/G-5885,GALAXY
6549,DATASET/G/G-5886,GALAXY
6550,DATASET/G/G-5887,GALAXY
6551,DATASET/G/G-5888,GALAXY
6552,DATASET/G/G-5889,GALAXY
6553,DATASET/G/G-5890,GALAXY
6554,DATASET/G/G-5891,GALAXY
6555,DATASET/G/G-5892,GALAXY
6556,DATASET/G/G-5893,GALAXY
6557,DATASET/G/G-5894,GALAXY
6558,DATASET/G/G-5895,GALAXY
6559,DATASET/G/G-5896,GALAXY
6560,DATASET/G/G-5897,GALAXY
6561,DATASET/G/G-5898,GALAXY
6562,DATASET/G/G-5899,GALAXY
6563,DATASET/G/G-5900,GALAXY
6564,DATASET/G/G-5901,GALAXY
6565,DATASET/G/G-5902,GALAXY
6566,DATASET/G/G-5903,GALAXY
6567,DATASET/G/G-5904,GALAXY
6568,DATASET/G/G-5905,GALAXY
6569,DATASET/G/G-5906,GALAXY
6570,DATASET/G/G-5907,GALAXY
6571,DATASET/G/G-5908,GALAXY
6572,DATASET/G/G-5909,GALAXY
6573,DATASET/G/G-5910,GALAXY
6574,DATASET/G/G-5911,GALAXY
6575,DATASET/G/G-5912,GALAXY
6576,DATASET/G/G-5913,GALAXY
6577,DATASET/G/G-5914,GALAXY
6578,DATASET/G/G-5915,GALAXY
6579,DATASET/G/G-5916,GALAXY
6580,DATASET/G/G-5917,GALAXY
6581,DATASET/G/G-5918,GALAXY
6582,DATASET/G/G-5919,GALAXY
6583,DATASET/G/G-5920,GALAXY
6584,DATASET/G/G-5921,GALAXY
6585,DATASET/G/G-5922,GALAXY
6586,DATASET/G/G-5923,GALAXY
6587,DATASET/G/G-5924,GALAXY
6588,DATASET/G/G-5925,GALAXY
6589,DATASET/G/G-5926,GALAXY
6590,DATASET/G/G-5927,GALAXY
6591,DATASET/G/G-5928,GALAXY
6592,DATASET/G/G-5929,GALAXY
6593,DATASET/G/G-5930,GALAXY
6594,DATASET/G/G-5931,GALAXY
6595,DATASET/G/G-5932,GALAXY
6596,DATASET/G/G-5933,GALAXY
6597,DATASET/G/G-5934,GALAXY
6598,DATASET/G/G-5935,GALAXY
6599,DATASET/G/G-5936,GALAXY
6600,DATASET/G/G-5937,GALAXY
6601,DATASET/G/G-5938,GALAXY
6602,DATASET/G/G-5939,GALAXY
6603,DATASET/G/G-5940,GALAXY
6604,DATASET/G/G-5941,GALAXY
6605,DATASET/G/G-5942,GALAXY
6606,DATASET/G/G-5943,GALAXY
6607,DATASET/G/G-5944,GALAXY
6608,DATASET/G/G-5945,GALAXY
6609,DATASET/G/G-5946,GALAXY
6610,DATASET/G/G-5947,GALAXY
6611,DATASET/G/G-5948,GALAXY
6612,DATASET/G/G-5949,GALAXY
6613,DATASET/G/G-5950,GALAXY
6614,DATASET/G/G-5951,GALAXY
6615,DATASET/G/G-5952,GALAXY
6616,DATASET/G/G-5953,GALAXY
6617,DATASET/G/G-5954,GALAXY
6618,DATASET/G/G-5955,GALAXY
6619,DATASET/G/G-5956,GALAXY
6620,DATASET/G/G-5957,GALAXY
6621,DATASET/G/G-5958,GALAXY
6622,DATASET/G/G-5959,GALAXY
6623,DATASET/G/G-5960,GALAXY
6624,DATASET/G/G-5961,GALAXY
6625,DATASET/G/G-5962,GALAXY
6626,DATASET/G/G-5963,GALAXY
6627,DATASET/G/G-5964,GALAXY
6628,DATASET/G/G-5965,GALAXY
6629,DATASET/G/G-5966,GALAXY
6630,DATASET/G/G-5967,GALAXY
6631,DATASET/G/G-5968,GALAXY
6632,DATASET/G/G-5969,GALAXY
6633,DATASET/G/G-5970,GALAXY
6634,DATASET/G/G-5971,GALAXY
6635,DATASET/G/G-5972,GALAXY
6636,DATASET/G/G-5973,GALAXY
6637,DATASET/G/G-5974,GALAXY
6638,DATASET/G/G-5975,GALAXY
6639,DATASET/G/G-5976,GALAXY
6640,DATASET/G/G-5977,GALAXY
6641,DATASET/G/G-5978,GALAXY
6642,DATASET/G/G-5979,GALAXY
6643,DATASET/G/G-5980,GALAXY
6644,DATASET/G/G-5981,GALAXY
6645,DATASET/G/G-5982,GALAXY
6646,DATASET/G/G-5983,GALAXY
6647,DATASET/G/G-5984,GALAXY
6648,DATASET/G/G-5985,GALAXY
6649,DATASET/G/G-5986,GALAXY
6650,DATASET/G/G-5987,GALAXY
6651,DATASET/G/G-5988,GALAXY
6652,DATASET/G/G-5989,GALAXY
6653,DATASET/G/G-5990,GALAXY
6654,DATASET/G/G-5991,GALAXY
6655,DATASET/G/G-5992,GALAXY
6656,DATASET/G/G-5993,GALAXY
6657,DATASET/G/G-5994,GALAXY
6658,DATASET/G/G-5995,GALAXY
6659,DATASET/G/G-5996,GALAXY
6660,DATASET/G/G-5997,GALAXY
6661,DATASET/G/G-5998,GALAXY
6662,DATASET/G/G-5999,GALAXY
6663,DATASET/G/G-6000,GALAXY
6664,DATASET/G/G-6001,GALAXY
6665,DATASET/G/G-6002,GALAXY
6666,DATASET/G/G-6003,GALAXY
6667,DATASET/G/G-6004,GALAXY
6668,DATASET/G/G-6005,GALAXY
6669,DATASET/G/G-6006,GALAXY
6670,DATASET/G/G-6007,GALAXY
6671,DATASET/G/G-6008,GALAXY
6672,DATASET/G/G-6009,GALAXY
6673,DATASET/G/G-6010,GALAXY
6674,DATASET/G/G-6011,GALAXY
6675,DATASET/G/G-6012,GALAXY
6676,DATASET/G/G-6013,GALAXY
6677,DATASET/G/G-6014,GALAXY
6678,DATASET/G/G-6015,GALAXY
6679,DATASET/G/G-6016,GALAXY
6680,DATASET/G/G-6017,GALAXY
6681,DATASET/G/G-6018,GALAXY
6682,DATASET/G/G-6019,GALAXY
6683,DATASET/G/G-6020,GALAXY
6684,DATASET/G/G-6021,GALAXY
6685,DATASET/G/G-6022,GALAXY
6686,DATASET/G/G-6023,GALAXY
6687,DATASET/G/G-6024,GALAXY
6688,DATASET/G/G-6025,GALAXY
6689,DATASET/G/G-6026,GALAXY
6690,DATASET/G/G-6027,GALAXY
6691,DATASET/G/G-6028,GALAXY
6692,DATASET/G/G-6029,GALAXY
6693,DATASET/G/G-6030,GALAXY
6694,DATASET/G/G-6031,GALAXY
6695,DATASET/G/G-6032,GALAXY
6696,DATASET/G/G-6033,GALAXY
6697,DATASET/G/G-6034,GALAXY
6698,DATASET/G/G-6035,GALAXY
6699,DATASET/G/G-6036,GALAXY
6700,DATASET/G/G-6037,GALAXY
6701,DATASET/G/G-6038,GALAXY
6702,DATASET/G/G-6039,GALAXY
6703,DATASET/G/G-6040,GALAXY
6704,DATASET/G/G-6041,GALAXY
6705,DATASET/G/G-6042,GALAXY
6706,DATASET/G/G-6043,GALAXY
6707,DATASET/G/G-6044,GALAXY
6708,DATASET/G/G-6045,GALAXY
6709,DATASET/G/G-6046,GALAXY
6710,DATASET/G/G-6047,GALAXY
6711,DATASET/G/G-6048,GALAXY
6712,DATASET/G/G-6049,GALAXY
6713,DATASET/G/G-6050,GALAXY
6714,DATASET/G/G-6051,GALAXY
6715,DATASET/G/G-6052,GALAXY
6716,DATASET/G/G-6053,GALAXY
6717,DATASET/G/G-6054,GALAXY
6718,DATASET/G/G-6055,GALAXY
6719,DATASET/G/G-6056,GALAXY
6720,DATASET/G/G-6057,GALAXY
6721,DATASET/G/G-6058,GALAXY
6722,DATASET/G/G-6059,GALAXY
6723,DATASET/G/G-6060,GALAXY
6724,DATASET/G/G-6061,GALAXY
6725,DATASET/G/G-6062,GALAXY
6726,DATASET/G/G-6063,GALAXY
6727,DATASET/G/G-6064,GALAXY
6728,DATASET/G/G-6065,GALAXY
6729,DATASET/G/G-6066,GALAXY
6730,DATASET/G/G-6067,GALAXY
6731,DATASET/G/G-6068,GALAXY
6732,DATASET/G/G-6069,GALAXY
6733,DATASET/G/G-6070,GALAXY
6734,DATASET/G/G-6071,GALAXY
6735,DATASET/G/G-6072,GALAXY
6736,DATASET/G/G-6073,GALAXY
6737,DATASET/G/G-6074,GALAXY
6738,DATASET/G/G-6075,GALAXY
6739,DATASET/G/G-6076,GALAXY
6740,DATASET/G/G-6077,GALAXY
6741,DATASET/G/G-6078,GALAXY
6742,DATASET/G/G-6079,GALAXY
6743,DATASET/G/G-6080,GALAXY
6744,DATASET/G/G-6081,GALAXY
6745,DATASET/G/G-6082,GALAXY
6746,DATASET/G/G-6083,GALAXY
6747,DATASET/G/G-6084,GALAXY
6748,DATASET/G/G-6085,GALAXY
6749,DATASET/G/G-6086,GALAXY
6750,DATASET/G/G-6087,GALAXY
6751,DATASET/G/G-6088,GALAXY
6752,DATASET/G/G-6089,GALAXY
6753,DATASET/G/G-6090,GALAXY
6754,DATASET/G/G-6091,GALAXY
6755,DATASET/G/G-6092,GALAXY
6756,DATASET/G/G-6093,GALAXY
6757,DATASET/G/G-6094,GALAXY
6758,DATASET/G/G-6095,GALAXY
6759,DATASET/G/G-6096,GALAXY
6760,DATASET/G/G-6097,GALAXY
6761,DATASET/G/G-6098,GALAXY
6762,DATASET/G/G-6099,GALAXY
6763,DATASET/G/G-6100,GALAXY
6764,DATASET/G/G-6101,GALAXY
6765,DATASET/G/G-6102,GALAXY
6766,DATASET/G/G-6103,GALAXY
6767,DATASET/G/G-6104,GALAXY
6768,DATASET/G/G-6105,GALAXY
6769,DATASET/G/G-6106,GALAXY
6770,DATASET/G/G-6107,GALAXY
6771,DATASET/G/G-6108,GALAXY
6772,DATASET/G/G-6109,GALAXY
6773,DATASET/G/G-6110,GALAXY
6774,DATASET/G/G-6111,GALAXY
6775,DATASET/G/G-6112,GALAXY
6776,DATASET/G/G-6113,GALAXY
6777,DATASET/G/G-6114,GALAXY
6778,DATASET/G/G-6115,GALAXY
6779,DATASET/G/G-6116,GALAXY
6780,DATASET/G/G-6117,GALAXY
6781,DATASET/G/G-6118,GALAXY
6782,DATASET/G/G-6119,GALAXY
6783,DATASET/G/G-6120,GALAXY
6784,DATASET/G/G-6121,GALAXY
6785,DATASET/G/G-6122,GALAXY
6786,DATASET/G/G-6123,GALAXY
6787,DATASET/G/G-6124,GALAXY
6788,DATASET/G/G-6125,GALAXY
6789,DATASET/G/G-6126,GALAXY
6790,DATASET/G/G-6127,GALAXY
6791,DATASET/G/G-6128,GALAXY
6792,DATASET/G/G-6129,GALAXY
6793,DATASET/G/G-6130,GALAXY
6794,DATASET/G/G-6131,GALAXY
6795,DATASET/G/G-6132,GALAXY
6796,DATASET/G/G-6133,GALAXY
6797,DATASET/G/G-6134,GALAXY
6798,DATASET/G/G-6135,GALAXY
6799,DATASET/G/G-6136,GALAXY
6800,DATASET/G/G-6137,GALAXY
6801,DATASET/G/G-6138,GALAXY
6802,DATASET/G/G-6139,GALAXY
6803,DATASET/G/G-6140,GALAXY
6804,DATASET/G/G-6141,GALAXY
6805,DATASET/G/G-6142,GALAXY
6806,DATASET/G/G-6143,GALAXY
6807,DATASET/G/G-6144,GALAXY
6808,DATASET/G/G-6145,GALAXY
6809,DATASET/G/G-6146,GALAXY
6810,DATASET/G/G-6147,GALAXY
6811,DATASET/G/G-6148,GALAXY
6812,DATASET/G/G-6149,GALAXY
6813,DATASET/G/G-6150,GALAXY
6814,DATASET/G/G-6151,GALAXY
6815,DATASET/G/G-6152,GALAXY
6816,DATASET/G/G-6153,GALAXY
6817,DATASET/G/G-6154,GALAXY
6818,DATASET/G/G-6155,GALAXY
6819,DATASET/G/G-6156,GALAXY
6820,DATASET/G/G-6157,GALAXY
6821,DATASET/G/G-6158,GALAXY
6822,DATASET/G/G-6159,GALAXY
6823,DATASET/G/G-6160,GALAXY
6824,DATASET/G/G-6161,GALAXY
6825,DATASET/G/G-6162,GALAXY
6826,DATASET/G/G-6163,GALAXY
6827,DATASET/G/G-6164,GALAXY
6828,DATASET/G/G-6165,GALAXY
6829,DATASET/G/G-6166,GALAXY
6830,DATASET/G/G-6167,GALAXY
6831,DATASET/G/G-6168,GALAXY
6832,DATASET/G/G-6169,GALAXY
6833,DATASET/G/G-6170,GALAXY
6834,DATASET/G/G-6171,GALAXY
6835,DATASET/G/G-6172,GALAXY
6836,DATASET/G/G-6173,GALAXY
6837,DATASET/G/G-6174,GALAXY
6838,DATASET/G/G-6175,GALAXY
6839,DATASET/G/G-6176,GALAXY
6840,DATASET/G/G-6177,GALAXY
6841,DATASET/G/G-6178,GALAXY
6842,DATASET/G/G-6179,GALAXY
6843,DATASET/G/G-6180,GALAXY
6844,DATASET/G/G-6181,GALAXY
6845,DATASET/G/G-6182,GALAXY
6846,DATASET/G/G-6183,GALAXY
6847,DATASET/G/G-6184,GALAXY
6848,DATASET/G/G-6185,GALAXY
6849,DATASET/G/G-6186,GALAXY
6850,DATASET/G/G-6187,GALAXY
6851,DATASET/G/G-6188,GALAXY
6852,DATASET/G/G-6189,GALAXY
6853,DATASET/G/G-6190,GALAXY
6854,DATASET/G/G-6191,GALAXY
6855,DATASET/G/G-6192,GALAXY
6856,DATASET/G/G-6193,GALAXY
6857,DATASET/G/G-6194,GALAXY
6858,DATASET/G/G-6195,GALAXY
6859,DATASET/G/G-6196,GALAXY
6860,DATASET/G/G-6197,GALAXY
6861,DATASET/G/G-6198,GALAXY
6862,DATASET/G/G-6199,GALAXY
6863,DATASET/G/G-6200,GALAXY
6864,DATASET/G/G-6201,GALAXY
6865,DATASET/G/G-6202,GALAXY
6866,DATASET/G/G-6203,GALAXY
6867,DATASET/G/G-6204,GALAXY
6868,DATASET/G/G-6205,GALAXY
6869,DATASET/G/G-6206,GALAXY
6870,DATASET/G/G-6207,GALAXY
6871,DATASET/G/G-6208,GALAXY
6872,DATASET/G/G-6209,GALAXY
6873,DATASET/G/G-6210,GALAXY
6874,DATASET/G/G-6211,GALAXY
6875,DATASET/G/G-6212,GALAXY
6876,DATASET/G/G-6213,GALAXY
6877,DATASET/G/G-6214,GALAXY
6878,DATASET/G/G-6215,GALAXY
6879,DATASET/G/G-6216,GALAXY
6880,DATASET/G/G-6217,GALAXY
6881,DATASET/G/G-6218,GALAXY
6882,DATASET/G/G-6219,GALAXY
6883,DATASET/G/G-6220,GALAXY
6884,DATASET/G/G-6221,GALAXY
6885,DATASET/G/G-6222,GALAXY
6886,DATASET/G/G-6223,GALAXY
6887,DATASET/G/G-6224,GALAXY
6888,DATASET/G/G-6225,GALAXY
6889,DATASET/G/G-6226,GALAXY
6890,DATASET/G/G-6227,GALAXY
6891,DATASET/G/G-6228,GALAXY
6892,DATASET/G/G-6229,GALAXY
6893,DATASET/G/G-6230,GALAXY
6894,DATASET/G/G-6231,GALAXY
6895,DATASET/G/G-6232,GALAXY
6896,DATASET/G/G-6233,GALAXY
6897,DATASET/G/G-6234,GALAXY
6898,DATASET/G/G-6235,GALAXY
6899,DATASET/G/G-6236,GALAXY
6900,DATASET/G/G-6237,GALAXY
6901,DATASET/G/G-6238,GALAXY
6902,DATASET/G/G-6239,GALAXY
6903,DATASET/G/G-6240,GALAXY
6904,DATASET/G/G-6241,GALAXY
6905,DATASET/G/G-6242,GALAXY
6906,DATASET/G/G-6243,GALAXY
6907,DATASET/G/G-6244,GALAXY
6908,DATASET/G/G-6245,GALAXY
6909,DATASET/G/G-6246,GALAXY
6910,DATASET/G/G-6247,GALAXY
6911,DATASET/G/G-6248,GALAXY
6912,DATASET/G/G-6249,GALAXY
6913,DATASET/G/G-6250,GALAXY
6914,DATASET/G/G-6251,GALAXY
6915,DATASET/G/G-6252,GALAXY
6916,DATASET/G/G-6253,GALAXY
6917,DATASET/G/G-6254,GALAXY
6918,DATASET/G/G-6255,GALAXY
6919,DATASET/G/G-6256,GALAXY
6920,DATASET/G/G-6257,GALAXY
6921,DATASET/G/G-6258,GALAXY
6922,DATASET/G/G-6259,GALAXY
6923,DATASET/G/G-6260,GALAXY
6924,DATASET/G/G-6261,GALAXY
6925,DATASET/G/G-6262,GALAXY
6926,DATASET/G/G-6263,GALAXY
6927,DATASET/G/G-6264,GALAXY
6928,DATASET/G/G-6265,GALAXY
6929,DATASET/G/G-6266,GALAXY
6930,DATASET/G/G-6267,GALAXY
6931,DATASET/G/G-6268,GALAXY
6932,DATASET/G/G-6269,GALAXY
6933,DATASET/G/G-6270,GALAXY
6934,DATASET/G/G-6271,GALAXY
6935,DATASET/G/G-6272,GALAXY
6936,DATASET/G/G-6273,GALAXY
6937,DATASET/G/G-6274,GALAXY
6938,DATASET/G/G-6275,GALAXY
6939,DATASET/G/G-6276,GALAXY
6940,DATASET/G/G-6277,GALAXY
6941,DATASET/G/G-6278,GALAXY
6942,DATASET/G/G-6279,GALAXY
6943,DATASET/G/G-6280,GALAXY
6944,DATASET/G/G-6281,GALAXY
6945,DATASET/G/G-6282,GALAXY
6946,DATASET/G/G-6283,GALAXY
6947,DATASET/G/G-6284,GALAXY
6948,DATASET/G/G-6285,GALAXY
6949,DATASET/G/G-6286,GALAXY
6950,DATASET/G/G-6287,GALAXY
6951,DATASET/G/G-6288,GALAXY
6952,DATASET/G/G-6289,GALAXY
6953,DATASET/G/G-6290,GALAXY
6954,DATASET/G/G-6291,GALAXY
6955,DATASET/G/G-6292,GALAXY
6956,DATASET/G/G-6293,GALAXY
6957,DATASET/G/G-6294,GALAXY
6958,DATASET/G/G-6295,GALAXY
6959,DATASET/G/G-6296,GALAXY
6960,DATASET/G/G-6297,GALAXY
6961,DATASET/G/G-6298,GALAXY
6962,DATASET/G/G-6299,GALAXY
6963,DATASET/G/G-6300,GALAXY
6964,DATASET/G/G-6301,GALAXY
6965,DATASET/G/G-6302,GALAXY
6966,DATASET/G/G-6303,GALAXY
6967,DATASET/G/G-6304,GALAXY
6968,DATASET/G/G-6305,GALAXY
6969,DATASET/G/G-6306,GALAXY
6970,DATASET/G/G-6307,GALAXY
6971,DATASET/G/G-6308,GALAXY
6972,DATASET/G/G-6309,GALAXY
6973,DATASET/G/G-6310,GALAXY
6974,DATASET/G/G-6311,GALAXY
6975,DATASET/G/G-6312,GALAXY
6976,DATASET/G/G-6313,GALAXY
6977,DATASET/G/G-6314,GALAXY
6978,DATASET/G/G-6315,GALAXY
6979,DATASET/G/G-6316,GALAXY
6980,DATASET/G/G-6317,GALAXY
6981,DATASET/G/G-6318,GALAXY
6982,DATASET/G/G-6319,GALAXY
6983,DATASET/G/G-6320,GALAXY
6984,DATASET/G/G-6321,GALAXY
6985,DATASET/G/G-6322,GALAXY
